"","from","to","weight"
"1068","10759184","35231281",4
"1069","10759184","11255446",3
"1070","10759184","12105964",3
"1071","10759184","48302322",4
"1072","10759184","41751407",3
"1073","10759229","46874310",6
"1074","10759229","49342234",4
"1075","10759229","46871596",8
"1076","10759229","11181133",9
"1077","10759229","33535692",6
"1078","10759229","47375713",5
"1079","10759229","48378579",6
"1080","10759229","33554086",4
"1081","10759229","12244064",3
"1082","10759229","48884887",3
"1083","10759233","13036037",4
"1084","10759233","12559462",3
"1085","10759233","12510001",3
"1086","10759241","11208898",14
"1087","10759241","12164294",24
"1088","10759241","14851109",22
"1089","10759241","21163158",3
"1090","10759241","25882259",36
"1091","10759241","10762094",11
"1092","10759241","40163311",3
"1093","10759241","14849695",3
"1094","10759241","10764855",3
"1095","10759241","11144753",4
"1096","10759241","36879926",3
"1097","10759246","10818875",7
"1098","10759246","47383182",6
"1099","10759246","22358618",6
"1100","10759246","11127596",4
"1101","10759246","14853406",6
"1102","10759246","11205071",3
"1103","10759246","11082979",3
"1104","10759246","11068027",3
"1105","10759246","31006508",3
"1106","10759257","10818875",4
"1107","10759317","31007047",4
"1108","10759357","46164947",35
"1109","10759357","47394097",5
"1110","10759357","11082979",4
"1111","10759357","11099355",7
"1112","10759357","12236883",3
"1113","10759357","39746395",4
"1114","10759357","37508670",4
"1115","10759357","45057881",3
"1116","10759357","47385311",3
"1117","10759357","43537849",3
"1118","10759357","11127596",3
"1119","10759357","31032683",3
"1120","10759357","10772012",3
"1121","10759357","14840381",4
"1122","10759357","47413250",5
"1123","10759365","11082979",26
"1124","10759365","12197714",5
"1125","10759365","45096770",5
"1126","10759365","14684218",10
"1127","10759365","12165354",3
"1128","10759367","10906573",9
"1129","10759367","12164855",20
"1130","10759367","25192838",3
"1131","10759367","48415195",3
"1132","10759367","10885586",9
"1133","10759367","37833760",9
"1134","10759367","43526663",3
"1135","10759367","48135861",15
"1136","10759367","12197762",3
"1137","10759367","19595528",7
"1138","10759367","47039951",3
"1139","10759367","47919232",5
"1140","10759367","12163714",5
"1141","10759367","33077065",3
"1142","10759367","39780083",3
"1143","10759367","14683314",6
"1144","10759367","19595892",3
"1145","10759500","33555715",4
"1146","10759500","27629209",19
"1147","10759500","10830834",6
"1148","10759500","13036282",3
"1149","10759500","19808888",10
"1150","10759500","49605891",13
"1151","10759500","10780697",4
"1152","10759500","31006189",6
"1153","10759500","12430940",3
"1154","10759500","13037094",3
"1155","10759564","12412535",23
"1156","10759564","14809195",3
"1157","10759604","12236468",101
"1158","10759604","14685618",61
"1159","10759604","29219471",71
"1160","10759604","37928893",3
"1161","10759604","24636013",4
"1162","10759604","48285526",21
"1163","10759604","49677773",3
"1164","10759604","47838019",3
"1165","10759604","10987367",7
"1166","10759604","10906559",3
"1167","10759604","45212724",3
"1168","10759604","40811361",3
"1169","10759623","14810365",24
"1170","10759623","22345403",6
"1171","10759623","10764855",3
"1172","10759623","11150500",6
"1173","10759623","11029768",3
"1174","10759623","46023858",5
"1175","10759623","47696554",3
"1176","10759624","12165105",36
"1177","10759624","46888156",26
"1178","10759624","48039963",3
"1179","10759624","31005495",10
"1180","10759624","12243213",4
"1181","10759624","37581463",3
"1182","10759663","12278976",19
"1183","10759663","13036021",10
"1184","10759674","47783576",7
"1185","10759674","10936283",3
"1186","10759674","14686497",18
"1187","10759674","14686520",11
"1188","10759674","11099375",3
"1189","10759674","47832735",4
"1190","10759674","33545117",4
"1191","10759674","37519365",5
"1192","10759674","46486900",4
"1193","10759674","40288247",3
"1194","10759725","11161358",5
"1195","10759742","11237049",6
"1196","10759742","31027169",3
"1197","10759742","11045030",3
"1198","10759742","19432123",3
"1199","10759742","11338567",3
"1200","10759770","12244117",20
"1201","10759770","12163907",3
"1202","10759770","45056644",11
"1203","10759770","46022812",11
"1204","10759770","47806715",3
"1205","10759770","13036225",8
"1206","10759770","48371378",4
"1207","10759770","10765369",9
"1208","10759773","42117055",4
"1209","10759773","37508670",3
"1210","10759773","22334437",3
"1211","10759773","47386977",3
"1212","10759773","12237987",3
"1213","10759794","26204332",14
"1214","10759794","11199038",18
"1215","10759794","11322822",13
"1216","10759794","19433825",7
"1217","10759794","21982406",7
"1218","10759794","47835102",19
"1219","10759794","14584607",3
"1220","10759794","49742244",11
"1221","10759794","12263430",8
"1222","10759794","44098571",8
"1223","10759794","47833205",11
"1224","10759794","47784534",4
"1225","10759794","12065248",3
"1226","10759794","12073325",3
"1227","10759794","21135015",7
"1228","10759794","12236556",4
"1229","10759794","10871102",3
"1230","10759809","11334424",6
"1231","10759809","47375813",17
"1232","10759809","12163198",11
"1233","10759809","47782145",12
"1234","10759809","47375380",8
"1235","10759809","48285526",4
"1236","10759809","11209453",3
"1237","10759881","12162888",8
"1238","10759881","27630622",5
"1239","10759881","41467329",18
"1240","10759881","48200288",3
"1241","10759881","12236573",12
"1242","10759881","11207711",5
"1243","10759886","34325229",6
"1244","10759886","12418131",9
"1245","10759886","11252940",4
"1246","10759886","21948233",3
"1247","10759886","38336422",9
"1248","10759886","47778836",3
"1249","10759886","38463662",3
"1250","10759906","11174640",7
"1251","10759906","40998631",16
"1252","10759906","11195356",8
"1253","10759906","47393045",12
"1254","10759906","34478365",4
"1255","10759978","11167184",3
"1256","10759982","11326591",6
"1257","10759982","10987145",5
"1258","10759982","12164533",37
"1259","10759982","10764855",3
"1260","10759982","26054107",4
"1261","10759982","43173745",4
"1262","10760016","44394314",19
"1263","10760016","39519373",3
"1264","10760034","47729909",53
"1265","10760034","13036321",4
"1266","10760034","39750242",5
"1267","10760034","48200268",4
"1268","10760034","14555281",3
"1269","10760046","10763881",4
"1270","10760046","12537645",5
"1271","10760105","11245855",6
"1272","10760105","11313482",5
"1273","10760105","12412608",4
"1274","10760105","14808418",7
"1275","10760105","46007584",5
"1276","10760105","12431996",5
"1277","10760105","11209453",7
"1278","10760105","43654508",3
"1279","10760133","30707818",14
"1280","10760140","38366991",6
"1281","10760140","47649802",7
"1282","10760145","11335450",4
"1283","10760145","22333554",5
"1284","10760145","14808400",3
"1285","10760285","49252229",36
"1286","10760285","47582444",3
"1287","10760285","12196517",3
"1288","10760553","10780036",19
"1289","10760833","12285405",3
"1290","10760833","11005320",3
"1291","10760833","10922406",10
"1292","10760974","31011730",3
"1293","10761862","11000316",11
"1294","10761862","24609700",9
"1295","10761917","11245855",3
"1296","10761917","49015501",3
"1297","10762062","14809901",4
"1298","10762062","11101380",5
"1299","10762062","12202786",3
"1300","10762062","24642654",4
"1301","10762062","14852215",5
"1302","10762062","11316774",3
"1303","10762062","22338156",7
"1304","10762062","14853363",4
"1305","10762062","19832691",4
"1306","10762062","39665834",3
"1307","10762062","49031373",5
"1308","10762062","27590318",4
"1309","10762062","14404459",4
"1310","10762062","34325546",3
"1311","10762062","13035884",3
"1312","10762062","19798787",4
"1313","10762062","12418578",3
"1314","10762062","11138097",4
"1315","10762062","22494188",3
"1316","10762066","14809223",24
"1317","10762066","36769468",5
"1318","10762066","46205066",12
"1319","10762066","36749099",23
"1320","10762066","42891141",5
"1321","10762066","46441985",12
"1322","10762066","11272674",6
"1323","10762066","11139135",7
"1324","10762066","11163855",4
"1325","10762066","21009447",3
"1326","10762066","39667060",3
"1327","10762066","46163837",4
"1328","10762066","38529795",5
"1329","10762066","14810045",6
"1330","10762066","48515361",4
"1331","10762066","12430949",3
"1332","10762094","12164294",13
"1333","10762094","14851109",18
"1334","10762094","46023858",4
"1335","10762094","11208898",22
"1336","10762094","25882259",21
"1337","10762094","11150500",3
"1338","10762094","40163311",5
"1339","10762094","10764855",3
"1340","10762094","12236906",3
"1341","10762100","40280460",3
"1342","10762111","14811700",31
"1343","10762111","11099369",7
"1344","10762111","13036350",18
"1345","10762111","31006656",13
"1346","10762111","43646586",10
"1347","10762111","42891141",13
"1348","10762111","34482167",8
"1349","10762194","12105964",20
"1350","10762194","40269249",22
"1351","10762194","48302322",20
"1352","10762194","14582560",17
"1353","10762194","39845769",4
"1354","10762215","36910270",5
"1355","10762224","42890756",11
"1356","10762224","48111996",15
"1357","10762224","11346554",9
"1358","10762224","46878618",8
"1359","10762716","10948341",5
"1360","10762716","12161848",12
"1361","10763165","36515625",3
"1362","10763165","11113798",3
"1363","10763240","12167447",3
"1364","10763425","47579424",12
"1365","10763425","11116577",4
"1366","10763425","43082814",4
"1367","10763425","47579726",3
"1368","10763425","47683748",4
"1369","10763425","12164291",4
"1370","10763466","22333463",7
"1371","10763466","48415048",11
"1372","10763466","12423136",5
"1373","10763466","13035887",7
"1374","10763466","33549349",3
"1375","10763656","11041479",3
"1376","10763656","10818098",9
"1377","10763656","11005622",7
"1378","10763656","19798027",3
"1379","10763656","31011697",3
"1380","10763656","10967432",4
"1381","10763656","10780697",5
"1382","10763656","31006189",4
"1383","10763656","12430933",4
"1384","10763681","45328932",15
"1385","10763811","10764180",18
"1386","10763811","11048694",3
"1387","10763811","48923136",4
"1388","10763849","14849695",3
"1389","10763849","14683579",6
"1390","10763849","12077001",3
"1391","10763849","12197881",3
"1392","10763849","22344022",4
"1393","10763867","27489234",12
"1394","10763867","11334950",3
"1395","10763867","29222652",8
"1396","10763867","40998166",4
"1397","10763867","43274363",3
"1398","10763867","47778812",4
"1399","10763867","48020557",9
"1400","10763867","48135870",4
"1401","10763867","43516004",11
"1402","10763867","47782938",3
"1403","10763867","44661434",9
"1404","10763867","49248256",3
"1405","10763867","48141867",3
"1406","10763867","33585172",6
"1407","10763867","10998284",3
"1408","10763867","30830746",5
"1409","10763867","48676727",5
"1410","10763867","38232698",6
"1411","10763881","12537645",3
"1412","10763924","43531898",23
"1413","10763924","47593513",15
"1414","10763924","22476234",16
"1415","10763924","46030227",13
"1416","10763924","12236921",4
"1417","10763924","48831076",7
"1418","10763924","48200288",12
"1419","10763924","27630622",3
"1420","10763924","12236573",3
"1421","10763924","11313540",4
"1422","10763924","46035489",7
"1423","10763924","48832052",4
"1424","10763924","24609762",4
"1425","10763924","46871953",5
"1426","10764117","10973980",7
"1427","10764117","46877784",3
"1428","10764117","12162657",4
"1429","10764117","23510854",3
"1430","10764117","11191594",3
"1431","10764117","10921607",5
"1432","10764117","10930457",5
"1433","10764117","14585123",4
"1434","10764117","47808924",3
"1435","10764117","44664904",3
"1436","10764130","42245784",14
"1437","10764130","42595058",18
"1438","10764130","11332774",16
"1439","10764130","12413104",3
"1440","10764130","10941506",4
"1441","10764130","46487160",6
"1442","10764130","48142081",10
"1443","10764130","42596336",4
"1444","10764130","43537567",7
"1445","10764130","28361814",4
"1446","10764130","19799050",4
"1447","10764130","19596782",5
"1448","10764130","34482176",7
"1449","10764130","47781058",5
"1450","10764130","46347459",4
"1451","10764130","12560114",4
"1452","10764180","38367072",3
"1453","10764224","12164415",14
"1454","10764224","19831650",4
"1455","10764224","11273328",5
"1456","10764224","37833760",3
"1457","10764224","48135861",6
"1458","10764224","10885586",19
"1459","10764224","15265595",4
"1460","10764224","33077065",5
"1461","10764224","39780083",4
"1462","10764224","10981913",3
"1463","10764224","31006545",3
"1464","10764224","40988451",3
"1465","10764224","19595528",3
"1466","10764224","12164855",3
"1467","10764224","14683314",3
"1468","10764224","47039951",4
"1469","10764270","10807938",22
"1470","10764270","10873690",9
"1471","10764270","18863363",20
"1472","10764270","45927258",7
"1473","10764270","49038926",7
"1474","10764270","13030661",14
"1475","10764270","12106664",3
